BOM ID,Component ID,Image,Component Name,Manufacturer,Manufacturer Part #,Supplier,Supplier Part #,Supplier Link,Supplier Description,Mounting Type,Quantity,Designator,Notes
1,36.1,,HMI Board v0.3.0,Seeed Studio,,Octopi Team,ODS-HMIv0.3.0,https://github.com/ethanjli/octopi-driver-board/tree/ODS-HMIv0.3.0/Stacked%20v0.3.0/HMI%20Board,HMI Board v0.3.0,Fastener,1,,
